"","agree_rate","agree_vote","disagree_vote","valid_vote","vote_rate","is_municipality","is_offshoreIsland","location","gender_ratio","young_ratio","middle_ratio","old_ratio","young_old_ratio","age_med","married_ratio","college_ratio","salary_med"
"連江縣南竿鄉",0.247882020709131,790,2397,3187,0.508899551153072,"0","1","offshore island",1.32375134746676,0.232565331683934,0.643575073449822,0.123859594866244,1.87765293383271,45,0.658103061986557,0.401941747572816,1022
"連江縣莒光鄉",0.244385733157199,185,572,757,0.529372045914922,"0","1","offshore island",1.58188153310105,0.206477732793522,0.645074224021592,0.148448043184885,1.39090909090909,48,0.703877005347594,0.348262032085562,948
"連江縣北竿鄉",0.229553903345725,247,829,1076,0.522352941176471,"0","1","offshore island",1.29341963322546,0.213546566321731,0.632173095014111,0.154280338664158,1.38414634146341,47,0.682803135085293,0.363762102351314,918
"連江縣東引鄉",0.487410071942446,271,285,556,0.507029876977153,"0","1","offshore island",1.45064377682403,0.257443082311734,0.645359019264448,0.0971978984238179,2.64864864864865,42,0.658682634730539,0.364414029084688,965
"金門縣金沙鎮",0.190865384615385,1191,5049,6240,0.354310344827586,"0","1","offshore island",0.960916869124327,0.21342383107089,0.624488256841198,0.162087912087912,1.31671651711532,49,0.696382632435554,0.362839292276999,874
"金門縣烏坵鄉",0.229813664596273,37,124,161,0.291005291005291,"0","1","offshore island",1.03225806451613,0.239858906525573,0.63668430335097,0.123456790123457,1.94285714285714,45,0.6738768718802,0.402662229617304,923
"金門縣烈嶼鄉",0.20241023118544,823,3243,4066,0.364765330592669,"0","1","offshore island",0.971337042657225,0.212880602121108,0.630944235374615,0.156175162504276,1.36308871851041,48,0.704187604690117,0.350837520938023,850
"金門縣金城鎮",0.255522008580963,3216,9370,12586,0.350099166997223,"0","1","offshore island",0.976586181666144,0.214225277630883,0.638180856689582,0.147593865679535,1.45145109279828,47,0.684264690748173,0.429633631779356,938
"金門縣金湖鎮",0.234390540391203,2121,6928,9049,0.366621647694385,"0","1","offshore island",0.990631239440946,0.219157472417252,0.640228377440012,0.140614150142736,1.55857338820302,46,0.684855733293467,0.402526536104051,906
"金門縣金寧鄉",0.31032714593375,3026,6725,9751,0.361799588097436,"0","1","offshore island",1.00705228665052,0.306477373558119,0.570576752440107,0.122945874001775,2.49278290993072,43,0.617298005933899,0.375526116056027,914
"宜蘭縣冬山鄉",0.329731840666493,7599,15447,23046,0.539389935029182,"0","0","county",1.05058207742983,0.21527120695346,0.603476730113324,0.181252062933216,1.18768969284934,47,0.671049272402349,0.309590673134201,739
"宜蘭縣三星鄉",0.317833698030635,2905,6235,9140,0.524276940843,"0","0","county",1.16055668703327,0.1961770096884,0.587954962031946,0.215868028279654,0.908782144590005,50,0.684419148287428,0.251143408883017,733
"宜蘭縣羅東鎮",0.345472030774163,10777,20418,31195,0.575512256006657,"0","0","county",0.862133479565175,0.215562638580931,0.598981430155211,0.185455931263858,1.16233887539697,47,0.65369289528943,0.374729253815248,811
"宜蘭縣大同鄉",0.206154987022618,556,2141,2697,0.585410334346505,"0","0","county",1.18233995584989,0.247420594780498,0.636253287477241,0.116326117742262,2.12695652173913,44,0.695989149389653,0.130013563262934,624
"宜蘭縣壯圍鄉",0.351128818061089,3966,7329,11295,0.578682333193454,"0","0","county",1.12397348372415,0.219825779102809,0.59598453440164,0.184189686495551,1.19347496206373,47,0.666816749212067,0.255875731652409,713
"宜蘭縣頭城鎮",0.325709345280201,4144,8579,12723,0.549074995026855,"0","0","county",1.05685536649215,0.208726086783598,0.593206856779223,0.198067056437179,1.05381526104418,48,0.675484737953542,0.248569783067767,791
"宜蘭縣五結鄉",0.332360013740983,5805,11661,17466,0.536455347930758,"0","0","county",1.06242986238261,0.21756064033907,0.604198287465277,0.178241072195653,1.22059768637532,47,0.665797431131578,0.307875828779094,722
"宜蘭縣宜蘭市",0.336261245307077,14241,28110,42351,0.566195510755744,"0","0","county",0.925447871849097,0.221875749580235,0.601116006615243,0.177008243804522,1.25347692746594,46,0.641370038877518,0.386013782746133,828
"宜蘭縣員山鄉",0.335710683668324,4660,9221,13881,0.538089651985354,"0","0","county",1.12341676718938,0.223894905023966,0.592508432451624,0.18359666252441,1.21949332817637,47,0.662922887275716,0.263696753869333,757
"宜蘭縣礁溪鄉",0.32627280847263,5114,10560,15674,0.540535323639171,"0","0","county",1.08081550802139,0.212984676668059,0.589482476147644,0.197532847184298,1.07822410147992,48,0.665979317024401,0.29131127565845,732
"宜蘭縣蘇澳鎮",0.325916746465386,5786,11967,17753,0.561369958275382,"0","0","county",1.03221066243461,0.197662983745011,0.589142129924221,0.213194886330769,0.927146927146927,49,0.681542436667977,0.241139133853845,694
"宜蘭縣南澳鄉",0.184300341296928,486,2151,2637,0.605512489233419,"0","0","county",1.09037769784173,0.265433426543343,0.620133362013336,0.114433211443321,2.31954887218045,43,0.691625412541254,0.146658415841584,633
"新竹縣橫山鄉",0.260590500641849,1624,4608,6232,0.591485986250661,"0","0","county",1.19521604938272,0.199472759226714,0.553339191564148,0.247188049209139,0.806967650195521,50,0.680791201295933,0.255435245971524,726
"新竹縣北埔鄉",0.279699590350478,1229,3165,4394,0.567481662591687,"0","0","county",1.19175147295126,0.213098729227761,0.551564027370479,0.23533724340176,0.905503634475597,50,0.68271954674221,0.259678942398489,727
"新竹縣峨眉鄉",0.245808062789868,689,2114,2803,0.602999210734017,"0","0","county",1.2239263803681,0.181083743842365,0.534778325123153,0.284137931034483,0.637309292649098,53,0.716940948693127,0.243949661181026,735
"新竹縣尖石鄉",0.190756302521008,681,2889,3570,0.511678435632808,"0","0","county",1.11756251796493,0.277182027962536,0.613546898330392,0.109271073707072,2.53664596273292,41,0.664447573934195,0.139162719242094,671
"新竹縣芎林鄉",0.287570151735606,2767,6855,9622,0.589429248829006,"0","0","county",1.12546034863737,0.230564860806284,0.56965461476262,0.199780524431096,1.15409077768141,48,0.667554371948513,0.355082112738571,927
"新竹縣竹東鎮",0.299603809336319,12175,28462,40637,0.540992969007792,"0","0","county",0.990537710378239,0.226640637874428,0.610861105125052,0.16249825700052,1.39472657773617,45,0.662235942134253,0.39015798075177,975
"新竹縣關西鎮",0.272857358035849,3623,9655,13278,0.569116218841049,"0","0","county",1.16010819300236,0.199862665104819,0.562830714545381,0.2373066203498,0.842212765957447,50,0.676851815810984,0.279786695730022,796
"新竹縣新埔鎮",0.280132192846034,4323,11109,15432,0.56420017996816,"0","0","county",1.14709811488793,0.214068441064639,0.571448323539578,0.214483235395783,0.998066075745367,49,0.675276876233814,0.328704788034932,844
"新竹縣寶山鄉",0.313209637219607,2262,4960,7222,0.58344253449472,"0","0","county",1.18570227081581,0.229413575496383,0.602508850238572,0.168077574265045,1.36492673992674,47,0.676885209219065,0.38144253002163,1235
"新竹縣湖口鄉",0.287180241105557,9767,24243,34010,0.562453748169608,"0","0","county",1.01099943106391,0.234219791273733,0.617267069030555,0.148513139695712,1.57709810561964,44,0.659356351556511,0.345558945991853,796
"新竹縣新豐鄉",0.290108811257465,7092,17354,24446,0.560056780956541,"0","0","county",1.04490069180986,0.234852453291427,0.629692683778593,0.135454862929981,1.73380599419916,43,0.661925419204138,0.356719779761408,856
"新竹縣五峰鄉",0.206190975865687,393,1513,1906,0.496372279209407,"0","0","county",1.18246187363834,0.211879211380085,0.658347891190417,0.129772897429498,1.63269230769231,46,0.709927360774818,0.120823244552058,628
"新竹縣竹北市",0.351587744455547,27093,49966,77059,0.58312246133203,"0","0","county",0.960002286400206,0.194905183035747,0.700530041776333,0.104564775187921,1.86396597406219,42,0.70028171737119,0.545461450292075,1548
"苗栗縣南庄鄉",0.269040553907023,1088,2956,4044,0.493966302367942,"0","0","county",1.2204843592331,0.18768461713247,0.57930015905476,0.23301522381277,0.805460750853242,50,0.687562189054726,0.188391376451078,677
"苗栗縣通霄鎮",0.292797069994574,4317,10427,14744,0.541250126224376,"0","0","county",1.12437491070153,0.203786528567105,0.571510239768638,0.224703231664257,0.906914097575576,49,0.673814714783118,0.237740392437604,688
"苗栗縣大湖鄉",0.268554062699936,1679,4573,6252,0.534655812850707,"0","0","county",1.12135922330097,0.199242484021147,0.564191588416318,0.236565927562535,0.842228152101401,51,0.692994505494505,0.226419413919414,692
"苗栗縣苑裡鎮",0.276960076960077,5758,15032,20790,0.575983543327333,"0","0","county",1.08792918454936,0.22911688378427,0.587270998740975,0.183612117474755,1.24783095438007,47,0.663972714465782,0.248263760164109,703
"苗栗縣竹南鎮",0.307436700170264,11195,25219,36414,0.560267335979454,"0","0","county",0.998426298303899,0.215606498089655,0.639309359232362,0.145084142677983,1.48607900291487,43,0.668138449752768,0.376530399052859,894
"苗栗縣頭屋鄉",0.274727178243548,1586,4187,5773,0.651970181043663,"0","0","county",1.11719630380888,0.191611667021503,0.587502661273153,0.220885671705344,0.867469879518072,49,0.69323245932221,0.268939786506374,748
"苗栗縣泰安鄉",0.222392168858978,727,2542,3269,0.66969111969112,"0","0","county",1.15371832156211,0.221064814814815,0.625964506172839,0.152970679012346,1.44514501891551,47,0.708098987626547,0.150731158605174,713
"苗栗縣頭份市",0.284244829191514,12822,32287,45109,0.566894291830609,"0","0","county",1.00642377756472,0.218449849476753,0.628147847278635,0.153402303244612,1.42403239623082,44,0.670861623574058,0.362103650869853,857
"苗栗縣卓蘭鎮",0.276724137931035,2247,5873,8120,0.588072028161386,"0","0","county",1.10573502205778,0.188957221058323,0.579239034939515,0.231803744002163,0.815160349854227,50,0.686974789915966,0.237920168067227,686
"苗栗縣苗栗市",0.28081957604767,11499,29449,40948,0.578687928456949,"0","0","county",0.980762569609123,0.211366693570083,0.591875168146355,0.196758138283562,1.07424625692213,47,0.659697785137653,0.381766197474643,842
"苗栗縣三義鄉",0.253765932792584,1971,5796,7767,0.586651306789546,"0","0","county",1.10807943004396,0.217372546199756,0.589774933486733,0.192852520313511,1.12714392244594,48,0.670312826586776,0.281334912561834,738
"苗栗縣公館鄉",0.272399819900946,4235,11312,15547,0.59029592485345,"0","0","county",1.09136531365314,0.222916225562848,0.581621850518738,0.195461923918413,1.14045856652825,48,0.666882409047554,0.308591088704183,772
"苗栗縣西湖鄉",0.280569007263923,927,2377,3304,0.553744907552491,"0","0","county",1.2781339031339,0.176020009379397,0.56370173518837,0.260278255432234,0.676276276276276,52,0.712541959108941,0.233902960024413,792
"苗栗縣造橋鄉",0.272650439486139,1613,4303,5916,0.58211662283486,"0","0","county",1.11556151782292,0.206631035419875,0.587643808315971,0.205725156264154,1.00440334654337,49,0.682764654418198,0.268503937007874,725
"苗栗縣銅鑼鄉",0.268005879470848,2188,5976,8164,0.560814315352697,"0","0","county",1.14121237342211,0.207825861622182,0.573594195387406,0.218579942990412,0.950800237107291,50,0.678649577993123,0.282463269771804,729
"苗栗縣後龍鎮",0.29271380641894,4624,11173,15797,0.552959803541424,"0","0","county",1.12837420152483,0.210765805015006,0.580888759802498,0.208345435182496,1.01161710037175,48,0.671842907823489,0.244382896620402,729
"苗栗縣獅潭鄉",0.234787291330102,436,1421,1857,0.514112903225806,"0","0","county",1.28137535816619,0.144687264506405,0.563426274805325,0.291886460688269,0.495697074010327,55,0.728868017795353,0.179683638161147,701
"苗栗縣三灣鄉",0.254372019077901,800,2345,3145,0.577751196172249,"0","0","county",1.22661596958175,0.186987704918033,0.568647540983607,0.244364754098361,0.765199161425577,52,0.706283244680851,0.241356382978723,700
"彰化縣大城鄉",0.241156333206542,1268,3990,5258,0.391014748861551,"0","0","county",1.17808016565597,0.156457965503192,0.563153605867174,0.280388428629635,0.558004359409058,51,0.731619097724582,0.140273576219913,678
"彰化縣竹塘鄉",0.266002180345741,1708,4713,6421,0.54379533577724,"0","0","county",1.11037999670999,0.179826954556084,0.560448982773404,0.259724062670512,0.692376950780312,50,0.709161560304887,0.199895381856225,711
"彰化縣埤頭鄉",0.288220160598737,3697,9130,12827,0.547338084667212,"0","0","county",1.0645472061657,0.20959713796858,0.579639135168767,0.210763726862654,0.994464944649446,47,0.688567477669395,0.250364390626752,736
"彰化縣溪州鄉",0.312505158893933,3786,8329,12115,0.518362527061602,"0","0","county",1.09030347890452,0.196687126219704,0.576723323890463,0.226589549889833,0.868032644556347,48,0.685466213665534,0.223820309550774,713
"彰化縣芳苑鄉",0.25114085792516,3302,9846,13148,0.492130688607422,"0","0","county",1.12460110240789,0.188980678637264,0.565815525363556,0.245203795999181,0.770708617569261,49,0.706210769739016,0.174397092831186,642
"彰化縣鹿港鎮",0.285933597002498,10989,27443,38432,0.582313311112687,"0","0","county",1.01689054015433,0.224242252483315,0.608479403721075,0.16727834379561,1.34053367217281,44,0.654988606770833,0.292751736111111,779
"彰化縣伸港鄉",0.290330568280302,4690,11464,16154,0.56819153484395,"0","0","county",1.02717463700546,0.231896438428177,0.619792351163096,0.148311210408726,1.56357997341604,43,0.660551035154409,0.265652979799566,650
"彰化縣埔心鄉",0.290260422749037,4971,12155,17126,0.617097361851427,"0","0","county",1.0566260049903,0.221851514845145,0.610015839315202,0.168132645839652,1.31950290639407,45,0.661916636978981,0.278330148654338,683
"彰化縣社頭鄉",0.281226286234633,5559,14208,19767,0.578141354046163,"0","0","county",1.0489869631469,0.224012559907453,0.59560403239134,0.180383407701206,1.2418689876317,46,0.663150361790665,0.290466219618861,695
"彰化縣田中鎮",0.273092579062728,5233,13929,19162,0.580147495125879,"0","0","county",1.05278711322285,0.21099726197533,0.582408897168826,0.206593840855844,1.02131438721137,47,0.660308563032298,0.301842126744851,733
"彰化縣彰化市",0.318575133069469,35013,74892,109905,0.605649362548758,"0","0","county",0.949761814899065,0.21839898294976,0.606102301442391,0.17549871560785,1.24444775674467,45,0.650854975314093,0.396549993979047,850
"彰化縣員林市",0.304498896087444,16826,38432,55258,0.569872976045791,"0","0","county",0.968577601172794,0.220028416050169,0.606388711969036,0.173582871980795,1.26756985605419,45,0.651020715064476,0.375888191285387,876
"彰化縣和美鎮",0.305500982318271,12440,28280,40720,0.570198974576947,"0","0","county",1.02375194798216,0.226274561869357,0.622145512480085,0.151579925650558,1.49277393360778,44,0.650943155748152,0.322457303084374,728
"彰化縣北斗鎮",0.295014856388247,4468,10677,15145,0.585800746566158,"0","0","county",1.00282813633067,0.219595206198631,0.595169991672399,0.185234802128969,1.18549648162627,46,0.659840333217633,0.300416522040958,752
"彰化縣永靖鄉",0.304029304029304,5312,12160,17472,0.597170203911777,"0","0","county",1.06500198176774,0.217434420985285,0.602367242482406,0.18019833653231,1.20663944612107,46,0.659305508565804,0.282379355949928,696
"彰化縣秀水鄉",0.294663060875324,5339,12780,18119,0.595048465765265,"0","0","county",1.05920843656693,0.236441043993336,0.604954649225643,0.158604306781021,1.49076055242171,44,0.654899412129627,0.308528551593749,735
"彰化縣福興鄉",0.281907224183364,5670,14443,20113,0.544219398666499,"0","0","county",1.08443396226415,0.232380377662116,0.596691056297302,0.170928566040582,1.35951750514857,45,0.657499757916142,0.266001743003776,712
"彰化縣溪湖鎮",0.286071255843946,7098,17714,24812,0.583338870799832,"0","0","county",1.0162968254677,0.234416173963108,0.599437542903962,0.16614628313293,1.41090230574437,44,0.655154814562776,0.306928376998979,737
"彰化縣田尾鄉",0.279163439194423,3604,9306,12910,0.594115363044135,"0","0","county",1.05812921547746,0.224742356948816,0.583804061920573,0.191453581130611,1.17387387387387,46,0.661933934928388,0.265088169550459,699
"彰化縣二林鎮",0.267860526814478,5654,15454,21108,0.528108711839166,"0","0","county",1.04844241211775,0.206464364608766,0.574630856877107,0.218904778514126,0.943169747185044,48,0.680944917151814,0.237975817286162,728
"彰化縣線西鄉",0.324642126789366,2540,5284,7824,0.596160682545325,"0","0","county",1.04965055329062,0.225758329189458,0.609860055409533,0.164381615401009,1.3733794295592,45,0.661582459485224,0.265422851695492,660
"彰化縣花壇鄉",0.293105833525478,6356,15329,21685,0.591203370671051,"0","0","county",1.04802942722018,0.22661261353723,0.614076050700467,0.159311335762303,1.42245128039942,45,0.650163059590869,0.308923806700267,719
"彰化縣二水鄉",0.296923283622195,2210,5233,7443,0.605292750581003,"0","0","county",1.09285937989352,0.175982042648709,0.567751589973812,0.256266367377478,0.686715328467153,51,0.688753269398431,0.259590235396687,699
"彰化縣埔鹽鄉",0.251048417842165,3951,11787,15738,0.603832155855277,"0","0","county",1.09916922386049,0.218989553249902,0.577922772489036,0.203087674261062,1.07830056179775,46,0.675613364990881,0.302639276005643,679
"彰化縣大村鄉",0.276055371238989,4826,12656,17482,0.589483043312587,"0","0","county",1.0569079162044,0.229900374389238,0.610698648391395,0.159400977219367,1.44227707006369,45,0.660449925215958,0.285461371752999,1200
"彰化縣芬園鄉",0.308496608892238,3275,7341,10616,0.558163465307722,"0","0","county",1.10925237505163,0.212278468618428,0.579457554097719,0.208263977283854,1.01927597555242,48,0.677135559549711,0.250354744111248,659
"南投縣竹山鎮",0.268415658946505,6548,17847,24395,0.555109070034443,"0","0","county",1.05244800976588,0.195891836778044,0.590054591414066,0.214053571807889,0.91515331944031,48,0.680768205948062,0.254750046116953,694
"南投縣水里鄉",0.272850790513834,2209,5887,8096,0.560227713805149,"0","0","county",1.11217248908297,0.185424473446182,0.580178317612095,0.234397208941724,0.791069459757442,51,0.680012531328321,0.219298245614035,650
"南投縣信義鄉",0.22943949711891,1752,5884,7636,0.618016392209941,"0","0","county",1.16485124370021,0.262015620306398,0.599804746170021,0.138179633523581,1.89619565217391,44,0.654221130930888,0.165378782407742,657
"南投縣國姓鄉",0.25912865430554,2278,6513,8791,0.566608423209014,"0","0","county",1.17767295597484,0.183754512635379,0.591997593261131,0.22424789410349,0.819425811644754,51,0.690579033387812,0.183107634835396,613
"南投縣鹿谷鄉",0.318740592072253,2541,5431,7972,0.534721786588043,"0","0","county",1.14614143586986,0.1834241683894,0.573200526216877,0.243375305393723,0.753667953667954,52,0.717928335575394,0.241531123884065,728
"南投縣魚池鄉",0.311139204944515,2215,4904,7119,0.54635334575154,"0","0","county",1.10723981900452,0.182878820413714,0.581490229761649,0.235630949824637,0.776123936816525,51,0.685511876649535,0.205306292540631,707
"南投縣集集鎮",0.282633808240277,1468,3726,5194,0.580480699198835,"0","0","county",1.0894485453756,0.194201995012469,0.566500415627598,0.239297589359934,0.811550151975684,50,0.693085321471896,0.247573797007683,761
"南投縣草屯鎮",0.285850985168109,13144,32838,45982,0.582607751863197,"0","0","county",1.01363978351091,0.219904059396394,0.599544402661267,0.180551537942339,1.21795727636849,47,0.654170049878204,0.34574875304489,788
"南投縣埔里鎮",0.263821506637522,9897,27617,37514,0.579061413841746,"0","0","county",0.982721382289417,0.209992737835875,0.596920842411038,0.193086419753086,1.08755829697608,48,0.647960966880566,0.266675054872849,699
"南投縣南投市",0.279475533816971,13599,35060,48659,0.607390190683996,"0","0","county",0.983497496415054,0.221081824215417,0.59244334881957,0.186474826965014,1.18558535655269,47,0.650588396278051,0.374053548622514,813
"南投縣名間鄉",0.2696838850685,5059,13700,18759,0.602071360153257,"0","0","county",1.113647862383,0.20759402770713,0.58125130905718,0.21115466323569,0.983137310471872,49,0.67540869967073,0.250736525908382,678
"南投縣中寮鄉",0.264222503160556,1881,5238,7119,0.579394583112055,"0","0","county",1.19946631087392,0.174173491052472,0.577949651198059,0.247876857749469,0.7026613643316,52,0.704148552059539,0.189742833984231,645
"南投縣仁愛鄉",0.269400352733686,1833,4971,6804,0.5702597505759,"0","0","county",1.0656275635767,0.239158061953932,0.626052422557585,0.134789515488483,1.77430760164997,44,0.691518467852257,0.156938744490044,662
"雲林縣虎尾鎮",0.301818922220714,8894,20574,29468,0.535320714494473,"0","0","county",1.01039867339183,0.205248053889643,0.610468613063427,0.18428333304693,1.11376352107423,46,0.665550961475356,0.322635689440179,850
"雲林縣斗六市",0.300665703059791,14769,34352,49121,0.573177660676686,"0","0","county",0.97051597051597,0.224360972568579,0.609480762379765,0.166158265051657,1.35028475711893,45,0.653737223168654,0.370389693356048,876
"雲林縣西螺鎮",0.307853234631477,5739,12903,18642,0.530937024802056,"0","0","county",1.04153508537173,0.205809868386556,0.581852026637303,0.212338104976142,0.969255463637486,47,0.672465732791083,0.255133805291962,747
"雲林縣莿桐鄉",0.308978730313363,3806,8512,12318,0.54989824989825,"0","0","county",1.08362280776074,0.204204448420282,0.586305046151344,0.209490505428374,0.974767080745341,47,0.679206914082359,0.243244300183802,692
"雲林縣土庫鎮",0.299889276892939,3521,8220,11741,0.526216614779617,"0","0","county",1.07799490229397,0.192288821653447,0.580587128955761,0.227124049390792,0.846624662466247,48,0.690303793483394,0.237132063592004,751
"雲林縣古坑鄉",0.283689522113387,3823,9653,13476,0.529242639298322,"0","0","county",1.12723197031769,0.19734738372093,0.56609738372093,0.23655523255814,0.834254992319508,50,0.692175075645627,0.253324889170361,710
"雲林縣水林鄉",0.317075943610732,2789,6007,8796,0.434023458325929,"0","0","county",1.20586797066015,0.159166481933053,0.56333407226779,0.277499445799158,0.573574053363157,52,0.71093413689195,0.176452862677572,687
"雲林縣斗南鎮",0.307847776791876,6245,14041,20286,0.568488122082962,"0","0","county",1.01823852823007,0.21201246824004,0.588050396835791,0.199937134924169,1.06039565046509,48,0.663790493490766,0.316934100312847,751
"雲林縣口湖鄉",0.282349491790461,2889,7343,10232,0.47418674823296,"0","0","county",1.14185902538251,0.170410438516806,0.613882236353126,0.215707325130069,0.790007656967841,49,0.704989763558267,0.177712657059131,640
"雲林縣臺西鄉",0.261707676607325,2308,6511,8819,0.458272189349112,"0","0","county",1.15404992358635,0.171554252199413,0.609781477627471,0.218664270173115,0.784555483452304,49,0.718285133511965,0.187655917952509,712
"雲林縣北港鎮",0.315055598046714,5355,11642,16997,0.54643971965369,"0","0","county",1.06340337665493,0.195461502236873,0.58323522486461,0.221303272898517,0.883229152812874,49,0.665891164954889,0.287039664075356,767
"雲林縣二崙鄉",0.300907911802853,3016,7007,10023,0.476954679676467,"0","0","county",1.15669988925803,0.185537013264869,0.559092854086436,0.255370132648695,0.726541554959786,50,0.704235818677236,0.197795392618281,719
"雲林縣林內鄉",0.307335423197492,2451,5524,7975,0.567166098643174,"0","0","county",1.09528301886792,0.20724255483373,0.582491799060912,0.210265646105358,0.985622514530437,48,0.669436864301662,0.25043413545026,657
"雲林縣四湖鄉",0.273237179487179,2046,5442,7488,0.394986417576133,"0","0","county",1.19080387863622,0.153055396916048,0.602750809061489,0.244193794022463,0.626778405768856,51,0.721460125552197,0.171913508486399,694
"雲林縣元長鄉",0.286602977116196,2580,6422,9002,0.431449846692948,"0","0","county",1.21044487427466,0.16240812040602,0.567859642982149,0.269732236611831,0.602108678021087,52,0.720934197067849,0.184964200477327,685
"雲林縣麥寮鄉",0.290775083214456,4892,11932,16824,0.491015382957515,"0","0","county",0.989282460747013,0.23589785033134,0.621652928182749,0.142449221485911,1.65601361573374,43,0.668763746099944,0.241189708966293,788
"雲林縣崙背鄉",0.308182784272051,2900,6510,9410,0.486413301662708,"0","0","county",1.11702661978905,0.177651245551601,0.581162514827995,0.241186239620403,0.736572890025575,50,0.700128522904618,0.203984210043147,732
"雲林縣褒忠鄉",0.309693971046362,1690,3767,5457,0.515508303312538,"0","0","county",1.1592803030303,0.189193930356986,0.579861415665292,0.230944653977721,0.819217622483859,49,0.689549180327869,0.215163934426229,722
"雲林縣東勢鄉",0.300983825245956,1805,4192,5997,0.498300475866757,"0","0","county",1.24065618129545,0.163333081742018,0.58630840063401,0.250358517623972,0.652396744045825,51,0.717092193363255,0.18755058494592,737
"雲林縣大埤鄉",0.298319866615365,2326,5471,7797,0.513780362226664,"0","0","county",1.15387622149837,0.1899461617567,0.572076704373601,0.237977133869699,0.798169801728521,49,0.688908347927612,0.227670753064799,695
"嘉義縣溪口鄉",0.326451829472978,1945,4013,5958,0.508813429988554,"0","0","county",1.15710764174199,0.190918787140027,0.545710802986439,0.263370409873533,0.724905987850738,51,0.691332394157337,0.210350708089271,700
"嘉義縣中埔鄉",0.295560403278109,5013,11948,16961,0.468765170290503,"0","0","county",1.07944420873992,0.207166539148176,0.601173170109666,0.191660290742158,1.08090485695276,48,0.670234014746135,0.249032130791803,688
"嘉義縣民雄鄉",0.316416927383501,9608,20757,30365,0.536179320034635,"0","0","county",1.03876355892726,0.22234915868327,0.602483965204903,0.175166876111827,1.26935619118606,47,0.651035799223933,0.300913756415071,772
"嘉義縣六腳鄉",0.297085908918885,2355,5572,7927,0.421353441237212,"0","0","county",1.13736545361353,0.166091127098321,0.549352517985611,0.284556354916067,0.583684476655992,53,0.707326178254783,0.196546896873542,714
"嘉義縣梅山鄉",0.289782048277478,2473,6061,8534,0.549669261839255,"0","0","county",1.13791380387258,0.18890966460208,0.55808110319037,0.253009232207549,0.746651270207852,51,0.701922531616855,0.223444677593149,708
"嘉義縣大埔鄉",0.29622458857696,612,1454,2066,0.54688672168042,"0","0","county",1.04550102249489,0.185703574106473,0.628592851787053,0.185703574106473,1,47,0.706490384615385,0.198798076923077,670
"嘉義縣朴子市",0.298170331962572,5003,11776,16779,0.517461851041459,"0","0","county",1.01199588712441,0.201976037703708,0.582618817784339,0.215405144511953,0.937656517727692,48,0.662617937316994,0.294843292484546,814
"嘉義縣鹿草鄉",0.316414315209911,1839,3973,5812,0.471191791633781,"0","0","county",1.16796146674953,0.16412241095105,0.553429370027951,0.282448219020999,0.581070794214666,53,0.714715134568333,0.205382733310031,702
"嘉義縣水上鄉",0.30357725852339,6509,14932,21441,0.529881204824771,"0","0","county",1.06758919325991,0.208340921507922,0.601916772901111,0.189742305590967,1.09802039592082,48,0.658786984203917,0.260315921658479,710
"嘉義縣布袋鎮",0.272615326323766,2878,7679,10557,0.486876695180471,"0","0","county",1.03825229513771,0.171240303611644,0.599466177329218,0.229293519059138,0.746817024372499,50,0.699497202173384,0.213364690617144,705
"嘉義縣竹崎鄉",0.279757946535444,4207,10831,15038,0.516523632637377,"0","0","county",1.1378084626427,0.194634520688112,0.58518257977873,0.220182899533159,0.883967470229451,50,0.68758893769721,0.219513704139083,685
"嘉義縣新港鄉",0.315309200603318,4181,9079,13260,0.53748811352498,"0","0","county",1.11756505576208,0.202106649111257,0.562029112720357,0.235864238168386,0.856877035199256,50,0.678048780487805,0.243235655378137,776
"嘉義縣番路鄉",0.257991299413656,1364,3923,5287,0.559373769200473,"0","0","county",1.17584065110302,0.186435672802441,0.594054532926469,0.21950979427109,0.84932735426009,50,0.703193727290113,0.219257984318225,716
